record_id,record_revision,record_date,record_title,record_amount_pence,record_status,line_id,line_position,line_name,line_quantity,line_allocation_pence,line_detail,copy_count,copy_allocation_pence_sum
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-97a450be-f24c-4943-9010-2ad5efb73563,106,Silent Magician LV4,1,19,YGLD-ENC05 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-7825b6ad-7029-44da-8cc0-659842bd918a,107,Silent Swordsman LV3,1,19,YGLD-ENC08 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-4eb7596e-3898-4840-9965-b9e3f57b7ac0,108,Silent Swordsman LV5,1,19,YGLD-ENC07 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-5aa8950e-e51f-43ce-b386-3033fd5a80c7,109,Silent Swordsman LV7,1,19,YGLD-ENC06 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-d59f44c5-005a-4c75-b6c2-ac2e6ca18e10,110,Queen's Knight,1,19,YGLD-ENB07 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-3d5972d7-1deb-4571-a307-0ef23ed546e1,111,Jack's Knight,2,38,YGLD-ENB06 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-5f82747d-9a65-4260-872a-47966467e9e1,112,King's Knight,2,38,YGLD-ENC15 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-f185686d-af4b-4397-a598-1e7cc84d3168,113,Yellow Gadget,1,19,YGLD-ENC18 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-cc5295d1-52e9-4ac4-ac4e-0631bbd8ac68,114,Green Gadget,1,19,YGLD-ENC16 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-47459e59-6a69-4ed3-92c3-4dc6a1e06a7c,115,Red Gadget,1,19,YGLD-ENC17 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-397161a2-2911-45a5-aaab-1cd3d0c73336,116,Firewall,1,19,FOTB-EN060 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-42b75a61-f759-438c-9ac4-caffa64f4078,117,Mammoth Graveyard,1,19,YGLD-ENA16 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-abe3e63c-bbf4-48bb-9326-a24c53727cfd,118,"Winged Dragon, Guardian of the Fortress #1",1,19,YGLD-ENA10 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-56b9fb41-903a-4def-bc08-6b5947f641cc,119,Celtic Guardian,1,19,YGLD-ENA09 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-1353728d-8d63-4ea2-a71e-69411b4b7379,120,Catapult Turtle,1,19,YGLD-ENA08 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-1300a088-9900-4fe2-8e8b-e86b54a3b56d,121,Curse of Dragon,1,19,YGLD-ENA07 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-0ae677d9-4fb1-408c-89d1-f41a16736ebb,122,Elder of the Six Samurai,1,19,SDWA-EN021 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-d8e821ca-0d62-407e-ae43-bf9fdbc40353,123,The Six Samurai - Zanji,2,38,SDWA-EN004 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-8cf06f90-22b1-41e3-96a7-d7a45d1e674f,124,Legendary Six Samurai - Enishi,2,38,SDWA-EN017 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-3e96faed-c7a1-4619-a30a-a77b28774823,125,Elder of the Six Samurai,1,19,SDWA-EN021 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-3f3c2aad-8cb7-43a1-a95d-3de2fe3283b5,126,Reinforcement of the Army,1,19,SDWA-EN025 · 1st Edition · from Bulk lot · 130 card types,1,19
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-52db6a32-de04-4b6d-acb9-5d51ea9819d4,127,Rivalry of Warlords,2,38,SDWA-EN033 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-ceefd4dd-c197-468e-9638-d19dc4157577,128,Kuriboh,3,57,YGLD-ENB15 · 1st Edition · from Bulk lot · 130 card types,3,57
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-ba14db3e-8f02-4d5e-a1bf-a390295d9244,129,Buster Blader,2,38,YGLD-ENB04 · 1st Edition · from Bulk lot · 130 card types,2,38
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,5608,active,line-61771d01-f42b-4293-af53-23297b0bf818,130,Black Luster Soldier,1,19,YGLD-ENA01 · 1st Edition · from Bulk lot · 130 card types,1,19
