record_id,record_revision,record_date,record_title,record_status,record_amount_pence,line_id,line_position,card_name,line_quantity,line_allocation_pence,line_detail,copy_id,allocation_index,copy_allocation_pence,copy_condition,copy_status,copy_location,printing_set_name,printing_set_code,printing_tcgplayer_url,target_name,target_rarity,target_edition,copy_created_at,copy_updated_at
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-4a5e6f64-f802-40a1-88b8-d360ac515c08,43,Polymerization,1,20,YGLD-ENC28 · 1st Edition · from Bulk lot · 130 card types,copy-15428bb4-1703-4f0b-84aa-6b9db0647f24,44,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC28,https://www.tcgplayer.com/product/108312/yugioh-king-of-games-yugis-legendary-decks-polymerization-c?Language=English&page=1,Polymerization,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-7bb003d8-3051-4472-b3c8-6bced29bfcde,44,Gemini Elf,1,20,YSDJ-EN002 · 1st Edition · from Bulk lot · 130 card types,copy-7744b805-53f8-4fb8-b5e0-2a4fede1adf6,45,20,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN002,https://www.tcgplayer.com/product/26413/yugioh-starter-deck-jaden-yuki-gemini-elf?Language=English&page=1,Gemini Elf,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c2511e7c-f649-4874-b0ee-6077f88a84d5,45,Dust Tornado,1,20,SDRL-EN033 · 1st Edition · from Bulk lot · 130 card types,copy-4abda6b9-7bb4-4406-904c-97be363c9001,46,20,Near Mint,available,,Structure Deck: Rise of the Dragon Lords,SDRL-EN033,https://www.tcgplayer.com/product/26242/yugioh-structure-deck-rise-of-the-dragon-lords-dust-tornado?Language=English&page=1,Dust Tornado,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d60c073a-53e4-478c-8de4-524f2124948c,46,Megamorph,1,20,SD09-EN024 · 1st Edition · from Bulk lot · 130 card types,copy-30511934-019b-4455-87b6-eb926131b038,47,20,Near Mint,available,,Structure Deck: Dinosaur's Rage,SD09-EN024,https://www.tcgplayer.com/product/26196/yugioh-structure-deck-dinosaurs-rage-megamorph?Language=English&page=1,Megamorph,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-92d4d190-e471-4abf-9e65-0983abc0228c,47,Magic Jammer,1,20,YSDJ-EN035 · 1st Edition · from Bulk lot · 130 card types,copy-23a7ae67-60c1-4b58-ad27-b25917b13d57,48,20,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN035,https://www.tcgplayer.com/product/26446/yugioh-starter-deck-jaden-yuki-magic-jammer?Language=English&page=1,Magic Jammer,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c0f11d1f-e64d-4dd8-9c38-20a5373ac672,48,Cybernetic Revolution,1,20,CRV-EN021 · 1st Edition · from Bulk lot · 130 card types,copy-5916cda7-6c1c-4623-a9c1-dc009cfec68c,49,20,Heavily Played,available,,Cybernetic Revolution,CRV-EN021,https://www.tcgplayer.com/product/24495/yugioh-cybernetic-revolution-bes-crystal-core?Language=English&page=1,Cybernetic Revolution,Super Rare,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-180ea1cf-569c-4517-abde-5f614e355c1e,49,Reload,1,20,SD4-EN022 · 1st Edition · from Bulk lot · 130 card types,copy-244e48c7-c37a-480c-847a-e9ca417732a3,50,20,Near Mint,available,,Structure Deck: Fury from the Deep,SD4-EN022,https://www.tcgplayer.com/product/24167/yugioh-structure-deck-fury-from-the-deep-reload?Language=English&page=1,Reload,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-e443e579-2d74-459c-8892-5cecd5ec85c4,50,Herald of Creation,1,20,SDRL-EN003 · 1st Edition · from Bulk lot · 130 card types,copy-c974e26a-c4f8-4016-b2cc-8ae06fd65adf,51,20,Near Mint,available,,Structure Deck: Rise of the Dragon Lords,SDRL-EN003,https://www.tcgplayer.com/product/26212/yugioh-structure-deck-rise-of-the-dragon-lords-herald-of-creation?Language=English&page=1,Herald of Creation,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-e49f5909-ffcf-47a5-a6d5-eec8deb70290,51,The Six Samurai - Irou,1,20,SDWA-EN008 · 1st Edition · from Bulk lot · 130 card types,copy-02f8eadd-8a4b-4fc1-b95d-ea459dfd4b6d,52,20,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN008,https://www.tcgplayer.com/product/59850/yugioh-structure-deck-samurai-warlords-the-six-samurai-irou?Language=English&page=1,The Six Samurai - Irou,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-6d32690e-958e-4320-b0ea-953f786ffa8f,52,Fiendish Chain,2,40,SDWA-EN036 · 1st Edition · from Bulk lot · 130 card types,copy-cb8a91a2-f9af-4fa9-add3-729b57a94636,53,20,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN036,https://www.tcgplayer.com/product/59878/yugioh-structure-deck-samurai-warlords-fiendish-chain?Language=English&page=1,Fiendish Chain,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-6d32690e-958e-4320-b0ea-953f786ffa8f,52,Fiendish Chain,2,40,SDWA-EN036 · 1st Edition · from Bulk lot · 130 card types,copy-e72ef987-fa07-46c0-ac74-51a384cea82e,54,20,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN036,https://www.tcgplayer.com/product/59878/yugioh-structure-deck-samurai-warlords-fiendish-chain?Language=English&page=1,Fiendish Chain,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1888606a-e9a0-4f8d-8a16-464d41a1d2d0,53,Monster Reborn,1,20,YGLD-ENA23 · 1st Edition · from Bulk lot · 130 card types,copy-00807fa7-7015-4c8f-914b-9b3a981ec2ef,55,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA23,https://www.tcgplayer.com/product/108225/yugioh-king-of-games-yugis-legendary-decks-monster-reborn-a?Language=English&page=1,Monster Reborn,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1a33db90-3700-495d-9089-cb91415b2b8e,54,Monster Reborn,1,20,YGLD-ENC24 · 1st Edition · from Bulk lot · 130 card types,copy-7b0e050b-c5ff-4e61-8db2-abe3f324e53b,56,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC24,https://www.tcgplayer.com/product/108308/yugioh-king-of-games-yugis-legendary-decks-monster-reborn-c?Language=English&page=1,Monster Reborn,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-f6d119b2-6acb-4624-b464-93d1587b7b89,55,The Eye of Truth,1,20,YGLD-ENA39 · 1st Edition · from Bulk lot · 130 card types,copy-e4baaea2-a29c-45cb-9f0e-d055b0c252ed,57,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA39,https://www.tcgplayer.com/product/108242/yugioh-king-of-games-yugis-legendary-decks-the-eye-of-truth?Language=English&page=1,The Eye of Truth,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-a26db550-96a8-4200-9d53-479718c3c6b6,56,Lightforce Sword,1,20,YGLD-ENB37 · 1st Edition · from Bulk lot · 130 card types,copy-d87e1656-3425-4294-9527-f139bd194a5d,58,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB37,https://www.tcgplayer.com/product/108280/yugioh-king-of-games-yugis-legendary-decks-lightforce-sword?Language=English&page=1,Lightforce Sword,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3008e56b-c578-4f70-afdf-7cad0d416b7d,57,Chain Destruction,1,20,YGLD-ENB38 · 1st Edition · from Bulk lot · 130 card types,copy-a682e2ac-08cd-40b6-adbf-b502a864b859,59,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB38,https://www.tcgplayer.com/product/108281/yugioh-king-of-games-yugis-legendary-decks-chain-destruction?Language=English&page=1,Chain Destruction,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-abe5389c-5955-457d-8bb5-eab85e2537d4,58,Soul Rope,1,20,YGLD-ENB39 · 1st Edition · from Bulk lot · 130 card types,copy-90c87caa-045d-4688-b3be-d072af47677f,60,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB39,https://www.tcgplayer.com/product/108282/yugioh-king-of-games-yugis-legendary-decks-soul-rope?Language=English&page=1,Soul Rope,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-708dce3a-f785-4a77-ad94-dc739d739ef2,59,Stronghold the Moving Fortress,1,20,YGLD-ENC39 · 1st Edition · from Bulk lot · 130 card types,copy-3a3ed85f-c925-45f2-8b8f-1a7c0e8dc7c3,61,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC39,https://www.tcgplayer.com/product/108323/yugioh-king-of-games-yugis-legendary-decks-stronghold-the-moving-fortress?Language=English&page=1,Stronghold the Moving Fortress,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1f1048c9-ee2e-4e41-8111-1db058d73439,60,Shift,1,20,YGLD-ENA40 · 1st Edition · from Bulk lot · 130 card types,copy-18abe089-357c-4bf3-913c-71af91568da2,62,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA40,https://www.tcgplayer.com/product/108241/yugioh-king-of-games-yugis-legendary-decks-shift?Language=English&page=1,Shift,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-37a5c73e-b4b7-4e02-b710-b007c47c0d72,61,Shattered Axe,1,20,YGLD-ENC38 · 1st Edition · from Bulk lot · 130 card types,copy-c7ad0762-9e50-49cf-8b01-d48b3c49865e,63,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC38,https://www.tcgplayer.com/product/108322/yugioh-king-of-games-yugis-legendary-decks-shattered-axe?Language=English&page=1,Shattered Axe,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-487e8646-4be4-48f2-871e-36867a0edc35,62,Tragedy,1,20,YGLD-ENB40 · 1st Edition · from Bulk lot · 130 card types,copy-cd5fae86-a392-49f2-a513-57ae0ab34bb2,64,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB40,https://www.tcgplayer.com/product/108283/yugioh-king-of-games-yugis-legendary-decks-tragedy?Language=English&page=1,Tragedy,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-56d8f9cf-9edb-4964-b0cc-4a7ba582b111,63,Miracle Restoring,1,20,YGLD-ENC40 · 1st Edition · from Bulk lot · 130 card types,copy-978d27b2-0d25-47e4-b0af-38b2af67d04c,65,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC40,https://www.tcgplayer.com/product/108324/yugioh-king-of-games-yugis-legendary-decks-miracle-restoring?Language=English&page=1,Miracle Restoring,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3dec2746-95d3-48a5-a981-c208e053343d,64,Spellbinding Circle,1,20,YGLD-ENB36 · 1st Edition · from Bulk lot · 130 card types,copy-0d2484e1-7b81-4f3c-81d8-db552d038499,66,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB36,https://www.tcgplayer.com/product/108279/yugioh-king-of-games-yugis-legendary-decks-spellbinding-circle?Language=English&page=1,Spellbinding Circle,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-8bcd5c6d-2b93-4c9f-8fd2-a2d89a6360a4,65,Magician's Circle,1,20,YGLD-ENC37 · 1st Edition · from Bulk lot · 130 card types,copy-36b49b14-141c-49c0-b7e0-3280ca9c94f0,67,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC37,https://www.tcgplayer.com/product/108321/yugioh-king-of-games-yugis-legendary-decks-magicians-circle?Language=English&page=1,Magician's Circle,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-a5ed6586-8e60-4b35-b574-42d0e0f1f3b9,66,Magic Cylinder,1,20,YGLD-ENB35 · 1st Edition · from Bulk lot · 130 card types,copy-47cba129-f50c-40f6-a07d-927c7bb11192,68,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB35,https://www.tcgplayer.com/product/108278/yugioh-king-of-games-yugis-legendary-decks-magic-cylinder?Language=English&page=1,Magic Cylinder,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-fa0e3f49-46a4-4805-8858-10ad51c2a610,67,Mirror Force,2,40,YGLD-ENA37 · 1st Edition · from Bulk lot · 130 card types,copy-cf9a8905-1881-440d-999b-dbfb3629bae4,69,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA37,https://www.tcgplayer.com/product/108239/yugioh-king-of-games-yugis-legendary-decks-mirror-force-a?Language=English&page=1,Mirror Force,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-fa0e3f49-46a4-4805-8858-10ad51c2a610,67,Mirror Force,2,40,YGLD-ENA37 · 1st Edition · from Bulk lot · 130 card types,copy-029bed02-91e0-4dd7-a789-e4e7201d1703,70,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA37,https://www.tcgplayer.com/product/108239/yugioh-king-of-games-yugis-legendary-decks-mirror-force-a?Language=English&page=1,Mirror Force,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-28cd9006-03fe-4ca7-b0b5-4aca858e57c4,68,Magical Hats,2,40,YGLD-ENB34 · 1st Edition · from Bulk lot · 130 card types,copy-c633aed3-60c4-4739-a1c0-2c8b761778ac,71,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB34,https://www.tcgplayer.com/product/108277/yugioh-king-of-games-yugis-legendary-decks-magical-hats-b?Language=English&page=1,Magical Hats,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-28cd9006-03fe-4ca7-b0b5-4aca858e57c4,68,Magical Hats,2,40,YGLD-ENB34 · 1st Edition · from Bulk lot · 130 card types,copy-1184b018-adc9-4e8f-b629-95a60e95db15,72,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB34,https://www.tcgplayer.com/product/108277/yugioh-king-of-games-yugis-legendary-decks-magical-hats-b?Language=English&page=1,Magical Hats,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-a6e00850-4f9d-4150-bef3-6389af3c16f3,69,Skilled White Magician,2,40,YGLD-ENC20 · 1st Edition · from Bulk lot · 130 card types,copy-0784b1d9-88c2-45ea-b168-cc9400582209,73,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC20,https://www.tcgplayer.com/product/108304/yugioh-king-of-games-yugis-legendary-decks-skilled-white-magician?Language=English&page=1,Skilled White Magician,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-a6e00850-4f9d-4150-bef3-6389af3c16f3,69,Skilled White Magician,2,40,YGLD-ENC20 · 1st Edition · from Bulk lot · 130 card types,copy-8d4a2e66-fe24-4c08-bef4-1a0e5a00cdaf,74,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC20,https://www.tcgplayer.com/product/108304/yugioh-king-of-games-yugis-legendary-decks-skilled-white-magician?Language=English&page=1,Skilled White Magician,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-b1edcd38-3616-4b25-b305-a10e2bec5009,70,Skilled Dark Magician,3,60,YGLD-ENC19 · 1st Edition · from Bulk lot · 130 card types,copy-e12c0813-e428-4e42-b767-ec379948e7a3,75,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC19,https://www.tcgplayer.com/product/108303/yugioh-king-of-games-yugis-legendary-decks-skilled-dark-magician?Language=English&page=1,Skilled Dark Magician,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-b1edcd38-3616-4b25-b305-a10e2bec5009,70,Skilled Dark Magician,3,60,YGLD-ENC19 · 1st Edition · from Bulk lot · 130 card types,copy-611ae815-624c-4213-859f-9c783c473a8c,76,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC19,https://www.tcgplayer.com/product/108303/yugioh-king-of-games-yugis-legendary-decks-skilled-dark-magician?Language=English&page=1,Skilled Dark Magician,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-b1edcd38-3616-4b25-b305-a10e2bec5009,70,Skilled Dark Magician,3,60,YGLD-ENC19 · 1st Edition · from Bulk lot · 130 card types,copy-952eaa88-9200-488c-aa16-ac19bf42368a,77,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC19,https://www.tcgplayer.com/product/108303/yugioh-king-of-games-yugis-legendary-decks-skilled-dark-magician?Language=English&page=1,Skilled Dark Magician,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-77b8ce4a-ab19-4500-be9a-4a7d3054a869,71,Feral Imp,1,20,YGLD-ENA11 · 1st Edition · from Bulk lot · 130 card types,copy-09dc4dd6-4eea-41c5-884b-c0112a0b6695,78,20,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA11,https://www.tcgplayer.com/product/108213/yugioh-king-of-games-yugis-legendary-decks-feral-imp?Language=English&page=1,Feral Imp,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-71b36507-d93b-4dcf-aceb-03ae1445b27f,72,Beaver Warrior,1,19,YGLD-ENA12 · 1st Edition · from Bulk lot · 130 card types,copy-00d41770-05e5-4a82-b06e-db5f03346e0b,79,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA12,https://www.tcgplayer.com/product/108214/yugioh-king-of-games-yugis-legendary-decks-beaver-warrior?Language=English&page=1,Beaver Warrior,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1db112ca-4db7-4af5-961f-9b364d5c38ba,73,Griffore,1,19,YGLD-ENA13 · 1st Edition · from Bulk lot · 130 card types,copy-0802f58e-1302-4412-995d-9fbe93fe2963,80,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA13,https://www.tcgplayer.com/product/108215/yugioh-king-of-games-yugis-legendary-decks-griffore?Language=English&page=1,Griffore,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-744f6c23-caa0-4756-a6e2-ddbec4d873c2,74,Giant Soldier of Stone,1,19,YGLD-ENA15 · 1st Edition · from Bulk lot · 130 card types,copy-67a0c11b-eb28-43d6-99dd-764542cd6bd7,81,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA15,https://www.tcgplayer.com/product/108217/yugioh-king-of-games-yugis-legendary-decks-giant-soldier-of-stone?Language=English&page=1,Giant Soldier of Stone,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-fcfd198a-5b0b-44dc-9907-b692ef1b9577,75,Dust Tornado,1,19,YSDJ-EN033 · 1st Edition · from Bulk lot · 130 card types,copy-60d4681e-424e-4217-bae7-9951a60ea49d,82,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN033,https://www.tcgplayer.com/product/26444/yugioh-starter-deck-jaden-yuki-dust-tornado?Language=English&page=1,Dust Tornado,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-b454cf6d-e84c-4ac2-b3b5-f5d08a3ff63f,76,Elemental HERO Sparkman,1,19,YSDJ-EN008 · 1st Edition · from Bulk lot · 130 card types,copy-23407d91-099c-4b58-a4b9-75947acaa34b,83,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN008,https://www.tcgplayer.com/product/26419/yugioh-starter-deck-jaden-yuki-elemental-hero-sparkman?Language=English&page=1,Elemental HERO Sparkman,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-59fdda92-48e8-4f3f-bfb2-3c47d6aa5072,77,Elemental HERO Burstinatrix,1,19,YSDJ-EN006 · 1st Edition · from Bulk lot · 130 card types,copy-f6dc73b5-1e02-4ac5-ad9e-c6619c7be07e,84,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN006,https://www.tcgplayer.com/product/26417/yugioh-starter-deck-jaden-yuki-elemental-hero-burstinatrix?Language=English&page=1,Elemental HERO Burstinatrix,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-e6e51390-deff-41aa-a63a-28f899f5572b,78,Elemental HERO Wildheart,1,19,YSDJ-EN019 · 1st Edition · from Bulk lot · 130 card types,copy-e790179e-c31f-47ff-b76d-5a6161039b91,85,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN019,https://www.tcgplayer.com/product/26430/yugioh-starter-deck-jaden-yuki-elemental-hero-wildheart?Language=English&page=1,Elemental HERO Wildheart,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-bb1baf3d-a294-460d-83f1-faae78244825,79,Elemental HERO Avian,1,19,YSDJ-EN005 · 1st Edition · from Bulk lot · 130 card types,copy-7ab95393-1f69-4eb1-9593-bf777eb87b57,86,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN005,https://www.tcgplayer.com/product/26416/yugioh-starter-deck-jaden-yuki-elemental-hero-avian?Language=English&page=1,Elemental Hero Avian,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-e9830b48-5670-4b26-9cd8-25265fca8c47,80,Elemental HERO Clayman,1,19,YSDJ-EN007 · 1st Edition · from Bulk lot · 130 card types,copy-afee1ec3-7c18-4bd2-8f3f-f1ba0f7d8dd9,87,19,Near Mint,available,,Starter Deck: Jaden Yuki,YSDJ-EN007,https://www.tcgplayer.com/product/26418/yugioh-starter-deck-jaden-yuki-elemental-hero-clayman?Language=English&page=1,Elemental Hero Clayman,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-2c8098b5-9c9f-44f2-9451-0064e2d333f3,81,Hero Barrier,1,19,DP03-EN027 · 1st Edition · from Bulk lot · 130 card types,copy-b7090cb7-fec0-44fe-8c3e-0bbd49f9e0fe,88,19,Near Mint,available,,Duelist Pack 3: Jaden Yuki 2,DP03-EN027,https://www.tcgplayer.com/product/25618/yugioh-duelist-pack-3-jaden-yuki-2-hero-barrier?Language=English&page=1,Hero Barrier,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-cb97f94b-4c12-40be-9982-455c83cd9b48,82,Dark Magician Girl,1,19,YGLD-ENC10 · 1st Edition · from Bulk lot · 130 card types,copy-675ff7c2-1fa7-410c-96f7-84e8247a662d,89,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC10,https://www.tcgplayer.com/product/108294/yugioh-king-of-games-yugis-legendary-decks-dark-magician-girl-c?Language=English&page=1,Dark Magician Girl,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
